urn,group,author,title
urn:cts:latinLit:stoa0104a.stoa011,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Zelo et Livore
urn:cts:latinLit:stoa0104a.stoa012,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Epistulae
urn:cts:latinLit:stoa0104a.stoa013,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Sententiae Episcoporum
urn:cts:latinLit:stoa0104a.stoa014,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Testimoniorum Libri Tres adversus Judaeos
urn:cts:latinLit:stoa0104a.stoa015,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Dominica Oratione
urn:cts:latinLit:stoa0104c.stoa001,urn:cts:latinLit:stoa0104c,Cyprianus Gallus,Heptateuchos
urn:cts:latinLit:stoa0104p.stoa001,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Ad Novatianum
urn:cts:latinLit:stoa0104p.stoa002,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Ad Vigilium de Iudaica Incredulitate
urn:cts:latinLit:stoa0104p.stoa003,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Carmina
urn:cts:latinLit:stoa0104p.stoa005,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Disciplina et bono pudicitiae
urn:cts:latinLit:stoa0104p.stoa006,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De duplici Martyrio
urn:cts:latinLit:stoa0104p.stoa007,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Laude Martyrii
urn:cts:latinLit:stoa0104p.stoa008,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,"De montibus Sina et Sion, adversus Judaeos"
urn:cts:latinLit:stoa0104p.stoa009,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Pascha Computus
urn:cts:latinLit:stoa0104p.stoa010,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Rebaptismate
urn:cts:latinLit:stoa0104p.stoa011,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Singularitate clericorum
urn:cts:latinLit:stoa0104p.stoa013,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De Spectaculis
urn:cts:latinLit:stoa0104p.stoa014,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,De XII Abusionibus saeculi
urn:cts:latinLit:stoa0104p.stoa015,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Oratio II
urn:cts:latinLit:stoa0104p.stoa016,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Epistulae
urn:cts:latinLit:stoa0104p.stoa018,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Liber de Aleatoribus
urn:cts:latinLit:stoa0104p.stoa019,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Oratio I
urn:cts:latinLit:stoa0104p.stoa020,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,Adversus Judaeos
urn:cts:latinLit:stoa0104p.stoa021,urn:cts:latinLit:stoa0104p,Pseudo-Cyprian,(Cypriani) Ad Quendam Senatorem
urn:cts:latinLit:stoa0111.stoa001,urn:cts:latinLit:stoa0111,Itinera Hierosolymitana / Egragia,S. Silviae Peregrinatio
urn:cts:latinLit:stoa0114a.stoa001,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Benedictio Cerei (I)
urn:cts:latinLit:stoa0114a.stoa002,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Benedictio Cerei (II)
urn:cts:latinLit:stoa0114a.stoa003,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Carmina
urn:cts:latinLit:stoa0114a.stoa004,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Dictiones
urn:cts:latinLit:stoa0114a.stoa005,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",De Vita Beati Antoni Monachi
urn:cts:latinLit:stoa0114a.stoa006,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Panegyricus Theodorico Regi Dictus
urn:cts:latinLit:stoa0114a.stoa007,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Ennodius Ambrosio et Beato
urn:cts:latinLit:stoa0114a.stoa008,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Epistulae
urn:cts:latinLit:stoa0114a.stoa011,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Eucharisticum de Vita Sua
urn:cts:latinLit:stoa0114a.stoa012,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Libellus Adversus eos qui contra Synodum Scribere Praesumpserunt
urn:cts:latinLit:stoa0114a.stoa013,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Petitorium quo Absolutus est Gerontius Puer Agapiti
urn:cts:latinLit:stoa0114a.stoa014,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Praeceptum Quando Iussi Sunt Omnes Episcopi Cellulanos Habere
urn:cts:latinLit:stoa0114a.stoa015,urn:cts:latinLit:stoa0114a,"Ennodius, Magnus Felix",Vita Epiphanii
urn:cts:latinLit:stoa0117.stoa001,urn:cts:latinLit:stoa0117,"Eucherius of Lyon, Saint",De Laude Heremi
urn:cts:latinLit:stoa0117.stoa002,urn:cts:latinLit:stoa0117,"Eucherius of Lyon, Saint",Formulae Spiritalis Intellegentiae
urn:cts:latinLit:stoa0117.stoa003,urn:cts:latinLit:stoa0117,"Eucherius of Lyon, Saint",Instructiones
urn:cts:latinLit:stoa0117.stoa004,urn:cts:latinLit:stoa0117,"Eucherius of Lyon, Saint",Passio Agaunensium Martyrum
urn:cts:latinLit:stoa0117p.stoa001,urn:cts:latinLit:stoa0117p,Pseudo-Eucherius,De Situ Hierusolimitanae Urbis Atque Ipsius Judaeae
urn:cts:latinLit:stoa0119.stoa001,urn:cts:latinLit:stoa0119,Eugippius,Vita Sancti Severini
urn:cts:latinLit:stoa0119.stoa002,urn:cts:latinLit:stoa0119,Eugippius,Epistula ad Probam Virginem
urn:cts:latinLit:stoa0119.stoa003,urn:cts:latinLit:stoa0119,Eugippius,Excerpta ex Operibus Augustini
urn:cts:latinLit:stoa0120c.stoa001,urn:cts:latinLit:stoa0120c,Evagrius Monachus,Altercatio legis inter Simonem Iudaeum et Theophilum Christianum
urn:cts:latinLit:stoa0120d.stoa001,urn:cts:latinLit:stoa0120d,"Evodius, Bishop of Uzalis",De fide Contra Manicheos
urn:cts:latinLit:stoa0121g.stoa001,urn:cts:latinLit:stoa0121g,Faustus of Riez,De Gratia Libri Duo
urn:cts:latinLit:stoa0121g.stoa002,urn:cts:latinLit:stoa0121g,Faustus of Riez,De Spiritu Sancto Libri Duo
urn:cts:latinLit:stoa0121g.stoa003,urn:cts:latinLit:stoa0121g,Faustus of Riez,Epistulae.
urn:cts:latinLit:stoa0121g.stoa004,urn:cts:latinLit:stoa0121g,Faustus of Riez,Sermones
urn:cts:latinLit:stoa0121g.stoa005,urn:cts:latinLit:stoa0121g,Faustus of Riez,De Ratione Fidei
urn:cts:latinLit:stoa0122a.stoa001,urn:cts:latinLit:stoa0122a,"Philastrius, Saint, Bishop of Brescia",Diversarum hereseon liber
urn:cts:latinLit:stoa0123a.stoa001,urn:cts:latinLit:stoa0123a,"Firmicus Maternus, Julius",De errore profanarum religionum
urn:cts:latinLit:stoa0149b.stoa001,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Tractatus super psalmos
urn:cts:latinLit:stoa0149b.stoa002,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Collectanea Antiariana Parisina
urn:cts:latinLit:stoa0149b.stoa003,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Fragmenta Minora
urn:cts:latinLit:stoa0149b.stoa004,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Hymni
urn:cts:latinLit:stoa0149b.stoa005,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Liber ad Constantium Imperatorem
urn:cts:latinLit:stoa0149b.stoa006,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Libri tres adversum Valentem et Ursacium
urn:cts:latinLit:stoa0149b.stoa007,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Oratio Synodi Sardicensis ad Constantium Imperatorem
urn:cts:latinLit:stoa0149b.stoa008,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Spuria
urn:cts:latinLit:stoa0149b.stoa009,urn:cts:latinLit:stoa0149b,"Hilary, Saint, Bishop of Poitiers",Tractatus mysteriorum
urn:cts:latinLit:stoa0149c.stoa001,urn:cts:latinLit:stoa0149c,"Hilary, Saint, Archbishop of Arles",Epistulae ad Eucherium
urn:cts:latinLit:stoa0149p.stoa001,urn:cts:latinLit:stoa0149p,Pseudo-Hilarius,De Evangelio
urn:cts:latinLit:stoa0149p.stoa002,urn:cts:latinLit:stoa0149p,Pseudo-Hilarius,De Martyrio Maccabeorum
urn:cts:latinLit:stoa0149p.stoa003,urn:cts:latinLit:stoa0149p,Pseudo-Hilarius,In Genesin Ad Leonem Papam
urn:cts:latinLit:stoa0162.stoa004,urn:cts:latinLit:stoa0162,"Jerome, Saint",Epistulae
urn:cts:latinLit:stoa0162.stoa024,urn:cts:latinLit:stoa0162,"Jerome, Saint",In Hieremiam Prophetam Libri Sex
urn:cts:latinLit:stoa0169a.stoa002,urn:cts:latinLit:stoa0169a,"Juvencus, Caius Vettius Aquilinus",Evangeliorum libri quattuor
urn:cts:latinLit:stoa0171.stoa001,urn:cts:latinLit:stoa0171,Lactantius,De ave phoenice
urn:cts:latinLit:stoa0171.stoa002,urn:cts:latinLit:stoa0171,Lactantius,De Mortibus Persecutorum
urn:cts:latinLit:stoa0171.stoa004,urn:cts:latinLit:stoa0171,Lactantius,Carmen de Passione Domini
urn:cts:latinLit:stoa0171.stoa006,urn:cts:latinLit:stoa0171,Lactantius,De Ira Dei
urn:cts:latinLit:stoa0171.stoa007,urn:cts:latinLit:stoa0171,Lactantius,De Opificio Dei
urn:cts:latinLit:stoa0171.stoa008,urn:cts:latinLit:stoa0171,Lactantius,Epitome Divinarum Institutionum
urn:cts:latinLit:stoa0171.stoa009,urn:cts:latinLit:stoa0171,Lactantius,Divinarum Institutionum
urn:cts:latinLit:stoa0171.stoa010,urn:cts:latinLit:stoa0171,Lactantius,Fragmenta
urn:cts:latinLit:stoa0180a.stoa001,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari",De Non Conveniendo Cum Haereticis
urn:cts:latinLit:stoa0180a.stoa002,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari",De non parcendo in deum delinquentibus
urn:cts:latinLit:stoa0180a.stoa003,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari",De Regibus Apostaticis
urn:cts:latinLit:stoa0180a.stoa004,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari","De Sancto Athanasio, Liber I-II"
urn:cts:latinLit:stoa0180a.stoa005,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari",Epistulae
urn:cts:latinLit:stoa0180a.stoa006,urn:cts:latinLit:stoa0180a,"Lucifer, Bishop of Cagliari",Moriendum esse pro dei filio
urn:cts:latinLit:stoa0195a.stoa002,urn:cts:latinLit:stoa0195a,Mavortius,De Ecclesia
urn:cts:latinLit:stoa0203.stoa001,urn:cts:latinLit:stoa0203,"Minucius Felix, Marcus",Octavius
urn:cts:latinLit:stoa0215a.stoa001,urn:cts:latinLit:stoa0215a,"Optatus, Saint, Bishop of Mileve",S. Optati Milevitani libri VII
urn:cts:latinLit:stoa0215a.stoa002,urn:cts:latinLit:stoa0215a,"Optatus, Saint, Bishop of Mileve",Appendix Decem Monumentorum Veterum
urn:cts:latinLit:stoa0215b.stoa001,urn:cts:latinLit:stoa0215b,"Orientius, Saint",Commonitorium
urn:cts:latinLit:stoa0215b.stoa002,urn:cts:latinLit:stoa0215b,"Orientius, Saint",Carmina
urn:cts:latinLit:stoa0215b.stoa003,urn:cts:latinLit:stoa0215b,"Orientius, Saint",Orationes
urn:cts:latinLit:stoa0215c.stoa001,urn:cts:latinLit:stoa0215c,"Orosius, Paulus",Historiae Adversum Paganos
urn:cts:latinLit:stoa0215c.stoa002,urn:cts:latinLit:stoa0215c,"Orosius, Paulus",Liber Apologeticus
urn:cts:latinLit:stoa0215c.stoa003,urn:cts:latinLit:stoa0215c,"Orosius, Paulus",Commenitorium Orosii ad Augustinum de Errore Priscillianistarum et Origenistarum
urn:cts:latinLit:stoa0222a.stoa001,urn:cts:latinLit:stoa0222a,"Paul, the Apostle, Saint",Epigramma
urn:cts:latinLit:stoa0223.stoa001,urn:cts:latinLit:stoa0223,"Paulinus of Nola, Saint",Carmina
urn:cts:latinLit:stoa0223.stoa002,urn:cts:latinLit:stoa0223,"Paulinus of Nola, Saint",Epistulae
urn:cts:latinLit:stoa0223a.stoa001,urn:cts:latinLit:stoa0223a,Paulinus of Pella,Eucharisticus
urn:cts:latinLit:stoa0224b.stoa001,urn:cts:latinLit:stoa0224b,Paulinus Petricordiae,De Vita Sancti Martini
urn:cts:latinLit:stoa0224b.stoa002,urn:cts:latinLit:stoa0224b,Paulinus Petricordiae,De Visitatione Nepotuli Sui
urn:cts:latinLit:stoa0224b.stoa003,urn:cts:latinLit:stoa0224b,Paulinus Petricordiae,De Orantibus
urn:cts:latinLit:stoa0227b.stoa001,urn:cts:latinLit:stoa0227b,"Petrus Diaconus, of Monte Cassino",De Locis Santis
urn:cts:latinLit:stoa0233d.stoa001,urn:cts:latinLit:stoa0233d,Pontius Diaconus,Vita Caecilii Cypriani
urn:cts:latinLit:stoa0233d.stoa002,urn:cts:latinLit:stoa0233d,Pontius Diaconus,Acta Proconsularia
urn:cts:latinLit:stoa0233h.stoa001,urn:cts:latinLit:stoa0233h,Pomponius,Versus Ad Gratiam Domini
urn:cts:latinLit:stoa0234e.stoa001,urn:cts:latinLit:stoa0234e,"Priscillian, Bishop of Avila",Canones (In Pauli Apostoli Epistula Canones A Peregrino Episcopo)
urn:cts:latinLit:stoa0234e.stoa002,urn:cts:latinLit:stoa0234e,"Priscillian, Bishop of Avila",Tractatus Undecim
urn:cts:latinLit:stoa0234f.stoa001,urn:cts:latinLit:stoa0234f,Proba,Cento
urn:cts:latinLit:stoa0238.stoa001,urn:cts:latinLit:stoa0238,Prudentius,Liber Peristephanon
urn:cts:latinLit:stoa0238.stoa002,urn:cts:latinLit:stoa0238,Prudentius,Psychomachia
urn:cts:latinLit:stoa0238.stoa003,urn:cts:latinLit:stoa0238,Prudentius,Praefatio
urn:cts:latinLit:stoa0238.stoa004,urn:cts:latinLit:stoa0238,Prudentius,Cathemerina
urn:cts:latinLit:stoa0238.stoa005,urn:cts:latinLit:stoa0238,Prudentius,Apotheosis
urn:cts:latinLit:stoa0238.stoa006,urn:cts:latinLit:stoa0238,Prudentius,Hamartigenia
urn:cts:latinLit:stoa0238.stoa007,urn:cts:latinLit:stoa0238,Prudentius,Contra Orationem Symmachia
urn:cts:latinLit:stoa0238.stoa008,urn:cts:latinLit:stoa0238,Prudentius,Dittochaeon
urn:cts:latinLit:stoa0238.stoa009,urn:cts:latinLit:stoa0238,Prudentius,Epilogus
urn:cts:latinLit:stoa0241d.stoa002,urn:cts:latinLit:stoa0241d,"Remigius, of Auxerre",Expositione in Paschale Carmen
urn:cts:latinLit:stoa0244d.stoa005,urn:cts:latinLit:stoa0244d,"Rufinus, of Aquileia",Interpretatio Orationum Gregorii Nazianzeni
urn:cts:latinLit:stoa0245a.stoa001,urn:cts:latinLit:stoa0245a,"Ruricius I, Bishop of Limoges",Epistulae
urn:cts:latinLit:stoa0245c.stoa001,urn:cts:latinLit:stoa0245c,Rusticus Presbyter,Epistula ad Eucherium Lugdunensem‏
urn:cts:latinLit:stoa0249a.stoa002,urn:cts:latinLit:stoa0249a,"Salvian, of Marseilles",De Gubernatione Dei
urn:cts:latinLit:stoa0249a.stoa003,urn:cts:latinLit:stoa0249a,"Salvian, of Marseilles",Epistulae
urn:cts:latinLit:stoa0249a.stoa004,urn:cts:latinLit:stoa0249a,"Salvian, of Marseilles",Ad Ecclesiam Libri IIII
urn:cts:latinLit:stoa0251.stoa001,urn:cts:latinLit:stoa0251,Secundinus Manichaeus,Epistula Secundini ad Augustinum
urn:cts:latinLit:stoa0252.stoa001,urn:cts:latinLit:stoa0252,Sedulius,Hymnus II. (A solis ortus cardine)
urn:cts:latinLit:stoa0252.stoa002,urn:cts:latinLit:stoa0252,Sedulius,Carmen Paschale
urn:cts:latinLit:stoa0252.stoa003,urn:cts:latinLit:stoa0252,Sedulius,De Verbi Incarnatione
urn:cts:latinLit:stoa0252.stoa006,urn:cts:latinLit:stoa0252,Sedulius,Epistola ad Macedonium
urn:cts:latinLit:stoa0252.stoa007,urn:cts:latinLit:stoa0252,Sedulius,Hymnus I
urn:cts:latinLit:stoa0252.stoa008,urn:cts:latinLit:stoa0252,Sedulius,Opus Paschale
urn:cts:latinLit:stoa0255.stoa004,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Brevitate Vitae
urn:cts:latinLit:stoa0255.stoa006,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de consolatione ad Helviam
urn:cts:latinLit:stoa0255.stoa007,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de consolatione ad Marciam
urn:cts:latinLit:stoa0255.stoa008,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de consolatione ad Polybium
urn:cts:latinLit:stoa0255.stoa009,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Constantia
urn:cts:latinLit:stoa0255.stoa010,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Ira
urn:cts:latinLit:stoa0255.stoa011,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Otio Sapientis
urn:cts:latinLit:stoa0255.stoa012,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Providentia
urn:cts:latinLit:stoa0255.stoa013,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Tranquilitate Animi
urn:cts:latinLit:stoa0255.stoa014,urn:cts:latinLit:stoa0255,"Seneca, Lucius Annaeus",de Vita Beata
urn:cts:latinLit:stoa0270.stoa001,urn:cts:latinLit:stoa0270,"Severus, Sulpicius",Chronica
urn:cts:latinLit:stoa0270.stoa002,urn:cts:latinLit:stoa0270,"Severus, Sulpicius",Vita Sancti Martini
urn:cts:latinLit:stoa0270.stoa003,urn:cts:latinLit:stoa0270,"Severus, Sulpicius",Dialogi
urn:cts:latinLit:stoa0270.stoa005,urn:cts:latinLit:stoa0270,"Severus, Sulpicius",Epistolae (Tres)
urn:cts:latinLit:stoa0270p.stoa001,urn:cts:latinLit:stoa0270p,Pseudo-Sulpicius Severus,Epistolae Septem
urn:cts:latinLit:stoa0275.stoa001,urn:cts:latinLit:stoa0275,Tertullian,Ad Martyras
urn:cts:latinLit:stoa0275.stoa002,urn:cts:latinLit:stoa0275,Tertullian,Ad Nationes Libri Duo
urn:cts:latinLit:stoa0275.stoa003,urn:cts:latinLit:stoa0275,Tertullian,Ad Scapulam
urn:cts:latinLit:stoa0275.stoa004,urn:cts:latinLit:stoa0275,Tertullian,Adversus Hermogenem
urn:cts:latinLit:stoa0275.stoa005,urn:cts:latinLit:stoa0275,Tertullian,Adversus Judaeos Liber
urn:cts:latinLit:stoa0275.stoa006,urn:cts:latinLit:stoa0275,Tertullian,Adversus Marcionem
urn:cts:latinLit:stoa0275.stoa007,urn:cts:latinLit:stoa0275,Tertullian,Adversus Praxean
urn:cts:latinLit:stoa0275.stoa008,urn:cts:latinLit:stoa0275,Tertullian,Adversus Valentinianos
urn:cts:latinLit:stoa0275.stoa009,urn:cts:latinLit:stoa0275,Tertullian,Apologeticum
urn:cts:latinLit:stoa0275.stoa010,urn:cts:latinLit:stoa0275,Tertullian,De Anima
urn:cts:latinLit:stoa0275.stoa011,urn:cts:latinLit:stoa0275,Tertullian,De Baptismo
urn:cts:latinLit:stoa0275.stoa012,urn:cts:latinLit:stoa0275,Tertullian,De Carne Christi
urn:cts:latinLit:stoa0275.stoa013,urn:cts:latinLit:stoa0275,Tertullian,De Corona
urn:cts:latinLit:stoa0275.stoa014,urn:cts:latinLit:stoa0275,Tertullian,De Cultu Feminarum
urn:cts:latinLit:stoa0275.stoa015,urn:cts:latinLit:stoa0275,Tertullian,De Exhortatione Castitatis Liber
urn:cts:latinLit:stoa0275.stoa016,urn:cts:latinLit:stoa0275,Tertullian,De Fuga in Persecutione
urn:cts:latinLit:stoa0275.stoa017,urn:cts:latinLit:stoa0275,Tertullian,De idololatria
urn:cts:latinLit:stoa0275.stoa018,urn:cts:latinLit:stoa0275,Tertullian,De Ieiunio Adversus Psychicos
urn:cts:latinLit:stoa0275.stoa019,urn:cts:latinLit:stoa0275,Tertullian,De Monogamia
urn:cts:latinLit:stoa0275.stoa020,urn:cts:latinLit:stoa0275,Tertullian,De Oratione
urn:cts:latinLit:stoa0275.stoa021,urn:cts:latinLit:stoa0275,Tertullian,De Paenitentia
urn:cts:latinLit:stoa0275.stoa022,urn:cts:latinLit:stoa0275,Tertullian,De Pallio
urn:cts:latinLit:stoa0275.stoa023,urn:cts:latinLit:stoa0275,Tertullian,De Patientia
urn:cts:latinLit:stoa0275.stoa024,urn:cts:latinLit:stoa0275,Tertullian,De Praescriptionibus Hereticorum
urn:cts:latinLit:stoa0275.stoa025,urn:cts:latinLit:stoa0275,Tertullian,De Pudicitia
urn:cts:latinLit:stoa0275.stoa026,urn:cts:latinLit:stoa0275,Tertullian,De Carnis Resurrectione
urn:cts:latinLit:stoa0275.stoa027,urn:cts:latinLit:stoa0275,Tertullian,De Spectaculis
urn:cts:latinLit:stoa0275.stoa028,urn:cts:latinLit:stoa0275,Tertullian,De Testimionio Animae
urn:cts:latinLit:stoa0275.stoa029,urn:cts:latinLit:stoa0275,Tertullian,De Virginibus Velandis
urn:cts:latinLit:stoa0275.stoa030,urn:cts:latinLit:stoa0275,Tertullian,Scorpiace
urn:cts:latinLit:stoa0276.stoa002,urn:cts:latinLit:stoa0276,Pseudo-Tertullian,Ad Uxorem
urn:cts:latinLit:stoa0276.stoa003,urn:cts:latinLit:stoa0276,Pseudo-Tertullian,Adversus Omnes Haereses
urn:cts:latinLit:stoa0276.stoa006,urn:cts:latinLit:stoa0276,Pseudo-Tertullian,Carmen De Iona et Ninive
urn:cts:latinLit:stoa0276.stoa010,urn:cts:latinLit:stoa0276,Pseudo-Tertullian,Incerti Auctoris Carmen Sodoma
urn:cts:latinLit:stoa0278a.stoa001,urn:cts:latinLit:stoa0278a,Theodosius,De Situ Terrae Sanctae
urn:cts:latinLit:stoa0292a.stoa004,urn:cts:latinLit:stoa0292a,"Victorinus, Marius",De Machabeis
urn:cts:latinLit:stoa0292b.stoa001,urn:cts:latinLit:stoa0292b,"Victor, Claudius Marius",Alethia
urn:cts:latinLit:stoa0292d.stoa001,urn:cts:latinLit:stoa0292d,Victor Vitensis,Historia persecutionis Africanae provinciae
urn:cts:latinLit:stoa0292e.stoa001,urn:cts:latinLit:stoa0292e,"Victorinus, Saint, Bishop of Poetovio",Commentarii in Apocalypsin
urn:cts:latinLit:stoa0292e.stoa002,urn:cts:latinLit:stoa0292e,"Victorinus, Saint, Bishop of Poetovio",Tractatus de Fabrica Mundi
urn:cts:latinLit:stoa0292p.stoa001,urn:cts:latinLit:stoa0292p,"Pseudo-Victor, Vitensis",Passio septem monachorum
urn:cts:latinLit:stoa0292p.stoa002,urn:cts:latinLit:stoa0292p,"Pseudo-Victor, Vitensis",Notitia Provinciarum et Civitatum Africae
urn:cts:latinLit:stoa0329.stoa001,urn:cts:latinLit:stoa0329,Anonymous,Itinerarium Hierosolymitanum‏
urn:cts:latinLit:stoa0329c.stoa001,urn:cts:latinLit:stoa0329c,Anonymous,Breviarius de Hierosolyma
urn:cts:latinLit:stoa0367.stoa001,urn:cts:latinLit:stoa0367,Ambrogio Novidio Fracco,Sacrorum Fastorum Libri XII
urn:cts:mayaLit:lit0001.pw0001,urn:cts:mayaLit:lit0001,Maya Literature,Popol Wuj
urn:cts:pdlpsci:bodin.livrep,urn:cts:pdlpsci:bodin,Jean Bodin,The six books of a common-weale
urn:cts:perslit:anvari.divan,urn:cts:perslit:anvari,anvari,divan
urn:cts:perslit:attar.bayanolershad,urn:cts:perslit:attar,attar,bayanolershad
urn:cts:perslit:attar.divan,urn:cts:perslit:attar,attar,divan
urn:cts:perslit:attar.hylajname,urn:cts:perslit:attar,attar,hylajname
urn:cts:perslit:attar.jz,urn:cts:perslit:attar,attar,jz
urn:cts:perslit:attar.khosroname,urn:cts:perslit:attar,attar,khosroname
urn:cts:perslit:attar.ma,urn:cts:perslit:attar,attar,ma
urn:cts:perslit:attar.mazhar,urn:cts:perslit:attar,attar,mazhar
urn:cts:perslit:attar.mokhtarname,urn:cts:perslit:attar,attar,mokhtarname
urn:cts:perslit:attar.mosibatname,urn:cts:perslit:attar,attar,mosibatname
urn:cts:perslit:attar.na,urn:cts:perslit:attar,attar,na
urn:cts:perslit:attar.oshtorname,urn:cts:perslit:attar,attar,oshtorname
urn:cts:perslit:attar.pandname,urn:cts:perslit:attar,attar,pandname
urn:cts:perslit:attar.vaslatname,urn:cts:perslit:attar,attar,vaslatname
urn:cts:perslit:babaafzal.divan,urn:cts:perslit:babaafzal,babaafzal,divan
urn:cts:perslit:babataher.divan,urn:cts:perslit:babataher,babataher,divan
urn:cts:perslit:bahaee.divan,urn:cts:perslit:bahaee,bahaee,divan
urn:cts:perslit:bahaee.nan-halva,urn:cts:perslit:bahaee,bahaee,nan-halva
urn:cts:perslit:bahaee.nan-paneer,urn:cts:perslit:bahaee,bahaee,nan-paneer
urn:cts:perslit:bahaee.shir-shekar,urn:cts:perslit:bahaee,bahaee,shir-shekar
urn:cts:perslit:bidel.divan,urn:cts:perslit:bidel,bidel,divan
urn:cts:perslit:eraghi.divan,urn:cts:perslit:eraghi,eraghi,divan
urn:cts:perslit:eraghi.oshaghname,urn:cts:perslit:eraghi,eraghi,oshaghname
urn:cts:perslit:farrokhi.divan,urn:cts:perslit:farrokhi,farrokhi,divan
urn:cts:perslit:ferdousi.shahname,urn:cts:perslit:ferdousi,ferdousi,shahname
urn:cts:perslit:feyz.divan,urn:cts:perslit:feyz,feyz,divan
urn:cts:perslit:forooghi.divan,urn:cts:perslit:forooghi,forooghi,divan
urn:cts:perslit:ghaani.divan,urn:cts:perslit:ghaani,ghaani,divan
urn:cts:perslit:ghaani.masnavi,urn:cts:perslit:ghaani,ghaani,masnavi
